UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
761,L0761,L,300.52512265800385,308.7978504739239,1596.198718907184,38.614877553927755,26,0,0,0,0,0,0
762,L0762,M,300.3871798227351,309.60431928824374,1476.2988029987373,35.76109957677647,213,0,0,0,0,0,0
763,L0763,L,301.70179592433595,310.3174532612502,1574.990023942371,36.94811154519248,73,1,0,1,1,0,0
764,M0764,L,299.7252564232012,309.66713959561747,1527.9267838216526,50.46911794488139,60,0,0,0,0,0,0
765,L0765,L,300.7809296998578,309.9066131411,1404.9089270312768,36.647559181319735,185,0,0,0,0,0,0
766,H0766,M,299.79355649413503,309.47066788755166,1531.8521004798874,26.589352866984314,30,0,0,0,0,0,0
767,H0767,L,300.53072469879925,308.48552969081925,1400.8303336559688,47.43651775540173,218,0,0,0,0,0,0
768,L0768,M,298.83448268477684,310.32159321133923,1436.7119725115208,37.95123336135283,11,0,0,0,0,0,0
769,L0769,H,295.12236568344713,311.75493307164726,1518.9328307292374,40.31395865532777,31,1,0,1,0,0,0
770,H0770,L,299.73144167562737,310.01840163078344,1529.7244273380124,56.075783063995104,159,0,0,0,0,0,0
771,M0771,M,302.84549627219985,310.22526411724755,1381.076753492287,39.794394426494925,236,1,1,0,0,0,0
772,L0772,L,301.85243080448316,310.69272275511685,1605.3985771182877,42.891836731187254,226,1,0,0,0,0,0
773,L0773,H,301.93079496918233,308.7306695034533,1557.2006278300473,28.210765087016746,180,0,0,0,0,0,0
774,H0774,L,302.4722614436124,311.7025146581296,1429.5271564389116,37.8033054764904,45,0,0,0,0,0,0
775,L0775,M,300.1773151819229,310.2023287964228,1346.2415203550825,46.09526045208601,79,0,0,0,0,0,0
776,M0776,H,300.3946314148112,311.6318568990891,1485.509542091857,24.446262661587575,134,0,0,0,0,0,0
777,H0777,H,298.7646962091313,309.266967004476,1455.405628613884,42.00845093115709,259,1,0,0,0,0,0
778,L0778,M,299.3678542879459,311.81806192255783,1511.3140457053023,41.00791072644806,246,0,0,0,0,0,0
779,H0779,L,301.2315422995423,310.7751554940348,1463.6883338844434,40.412874555874396,158,0,0,0,0,0,0
780,L0780,M,302.40776887433765,310.55304008585233,1299.254313925499,50.37158898658243,202,1,0,0,0,0,0
781,L0781,H,299.721107448638,310.2340244543532,1461.1653061698842,43.344385148485216,111,0,0,0,0,0,0
782,L0782,M,299.09962147029717,309.75147138192557,1469.4380888931687,54.78071898356444,291,0,0,0,0,0,0
783,M0783,L,300.0010559177132,311.2005316584739,1563.3661024774058,30.06410484405964,118,0,0,0,0,0,0
784,M0784,H,301.20241349785823,310.14035986984806,1430.180032538895,41.35924567218348,16,0,0,0,0,0,0
785,H0785,M,297.1122903677329,308.03293029641287,1667.8674673372566,40.844667863899474,226,1,0,0,0,1,0
786,L0786,M,295.4076380937255,308.882813538293,1308.8359449348243,29.3074550624492,116,0,0,0,0,0,0
787,L0787,L,298.89892630101684,309.81415424780727,1631.1167497802624,49.56295002091346,42,0,0,0,0,0,0
788,M0788,M,297.55857514817166,310.30999898316554,1477.5681029121895,63.24673305852818,114,0,0,0,0,0,0
789,L0789,L,298.98371960470536,309.9434115111001,1585.9584872343555,39.82993925516169,282,1,1,1,0,0,1
790,M0790,M,299.70443936236506,311.2189707897937,1507.9801484058733,45.05021088273767,36,0,0,0,0,0,0
791,L0791,L,299.09350318195396,308.0488981359614,1613.9555536025468,40.84518475815327,112,0,0,0,0,0,0
792,H0792,M,302.9049350689415,310.1435879365052,1461.263803544719,32.864153300928244,34,0,0,0,0,0,0
793,L0793,H,300.65348952920465,308.18202077461285,1390.1379574822188,21.792397221979837,131,0,0,0,0,0,0
794,L0794,L,300.60094871922166,310.7597122954842,1642.0504287271062,32.94226516904635,227,0,0,0,0,0,0
795,M0795,H,301.24441428808683,309.905541285558,1488.6519354117859,26.080416190482687,146,0,0,0,0,0,0
796,L0796,L,297.7223337644385,310.4196099720241,1522.1558473624211,57.04102078059118,121,0,0,0,0,0,0
797,L0797,H,302.07822357484054,309.13611703941024,1623.4751914044796,38.84890306076761,80,0,0,0,0,0,0
798,M0798,M,299.84847142692905,311.27946493165774,1396.8044757905566,36.54080670952829,172,0,0,0,0,0,0
799,H0799,M,301.34096123448245,311.04172466405885,1559.5490897639256,48.89153824787806,153,0,0,0,0,0,0
800,H0800,M,297.8562855339197,310.5835443030119,1441.010524353711,28.78248897144112,149,0,0,0,0,0,0
801,M0801,H,296.89248246796785,309.87048275313657,1486.783064435563,32.331359619954476,57,0,0,0,0,0,0
802,M0802,L,301.63577931605005,310.57985728529513,1507.227896538429,40.68072269248621,62,0,0,0,0,0,0
803,M0803,L,300.75281905219504,309.2931074320127,1349.9778138553065,50.287689914234804,155,0,0,0,0,0,0
804,M0804,M,298.195896891285,310.8555556590207,1422.1162957179565,45.01685045168788,167,0,0,0,0,0,0
805,M0805,H,298.2606738374506,311.6494808943239,1635.107289241314,42.48325142515882,165,0,0,0,0,0,0
806,H0806,M,302.25086956882956,311.0706105599792,1588.6191188584796,40.78117735236016,84,0,0,0,0,0,0
807,H0807,M,297.62117621426535,309.2703975301926,1493.7360422672766,44.002358555267755,136,0,0,0,0,0,0
808,M0808,L,303.2853459065119,310.3614173172731,1524.3123458512894,42.016529051292544,188,0,0,0,0,0,0
809,L0809,H,298.19875853070425,308.7068584562414,1470.5757494363543,29.70027725223064,1,0,0,0,0,0,0
810,M0810,L,301.27678385121675,310.5723903111757,1635.6583385827983,40.46079221633151,105,0,0,0,0,0,0
811,L0811,M,299.34276304850204,310.45060341286256,1479.9647422205835,29.263113410822474,71,0,0,0,0,0,0
812,M0812,L,301.2063748621647,308.1301836604678,1523.1842092134848,40.81082542900824,125,1,1,0,0,1,0
813,M0813,L,298.91177199577163,308.83821615608764,1614.6030144142064,35.19352058511758,169,0,0,0,0,0,0
814,H0814,L,299.6744141878554,309.71686110325624,1422.2628515154092,65.39381622782861,204,0,0,0,0,0,0
815,L0815,L,300.08183835079143,309.6991402528592,1655.8789184496893,39.601056162482884,194,0,0,0,0,0,0
816,L0816,M,297.99562508843707,308.7905230645812,1346.9538590256623,25.95760433738411,157,1,0,0,0,1,0
817,H0817,L,301.48164869084025,310.3889787293522,1662.9642131112798,38.658197893230756,140,0,0,0,0,0,0
818,H0818,L,298.9735728670568,310.2514736089405,1462.7324416048025,45.19358745637888,274,0,0,0,0,0,0
819,H0819,L,299.54280016931995,309.8057308680215,1475.7301252174718,56.733639461525236,6,0,0,0,0,0,0
820,H0820,L,298.011301250783,309.24420849984165,1310.9989828817056,34.10547600061282,53,0,0,0,0,0,0
821,L0821,L,294.8753326824094,311.04870712641656,1454.5205282622308,24.1757202597636,103,0,0,0,0,0,0
822,L0822,L,299.6179444747997,311.6554071130883,1396.0193468973116,48.16837011430981,60,0,0,0,0,0,0
823,M0823,M,304.8252308432258,309.51643851615347,1439.2353654626527,26.19401294100349,86,0,0,0,0,0,0
824,M0824,M,301.56920857579604,309.3878330828452,1486.268903421112,35.63844558492515,257,1,0,0,0,0,0
825,H0825,M,299.9614792405312,310.491207665412,1595.7791614472906,37.42379514489006,177,0,0,0,0,0,0
826,H0826,L,299.4742183415835,309.641970620253,1520.7603351400626,39.30366546699892,241,1,1,0,0,0,0
827,H0827,L,300.0449317856241,309.8606027993368,1530.7676653401113,46.89164457074335,202,1,0,0,1,0,0
828,M0828,H,301.0942382303504,310.73965315172467,1390.4480611154438,33.16365717713612,30,0,0,0,0,0,0
829,M0829,M,297.6383743693823,308.0906439124927,1411.924591039727,37.262707478332395,288,0,0,0,0,0,0
830,M0830,L,302.2286433893377,311.31830232485265,1679.8725018351313,39.857296470506114,79,0,0,0,0,0,0
831,M0831,L,301.4307626308825,310.0726805243293,1426.4798965236753,41.49597957518788,10,0,0,0,0,0,0
832,M0832,L,301.4363714514159,309.5885068554378,1665.6208252057295,40.978271747079226,253,0,0,0,0,0,0
833,M0833,L,300.87695147761946,309.91076584577854,1475.6938801119134,44.3600577522258,286,0,0,0,0,0,0
834,M0834,L,300.039233315388,309.9624293550205,1500.2287936143505,48.43839509641737,175,0,0,0,0,0,0
835,H0835,M,301.34572247193364,308.26879869655505,1607.036516022993,43.92634115650968,125,0,0,0,0,0,0
836,H0836,M,301.18362826748273,311.49493822745325,1627.1892421938655,44.535855235092185,46,0,0,0,0,0,0
837,H0837,M,299.29191857811793,310.0413256322706,1488.9187439720913,24.177768332535223,205,0,0,0,0,0,0
838,H0838,M,298.8527964542062,310.4430021304474,1461.175694647846,40.50227699165681,106,0,0,0,0,0,0
839,M0839,H,300.203712590524,310.95154977057405,1494.4079551477787,44.79507548001609,274,0,0,0,0,0,0
840,L0840,M,303.0980403029904,308.9788375424397,1533.7957528232118,47.2894119457045,122,0,0,0,0,0,0
841,M0841,H,297.5217858486922,310.47347189903525,1589.1303686869755,33.07649225766206,133,0,0,0,0,0,0
842,L0842,L,297.0649494684951,309.7323589091012,1500.4229858994152,33.40960725111355,106,0,0,0,0,0,0
843,H0843,L,300.32952168247306,310.8467707752165,1561.8886298023153,34.258993247164014,49,0,0,0,0,0,0
844,M0844,L,300.10177540371205,307.8727725796485,1663.8359732270942,45.36413899891343,94,0,0,0,0,0,0
845,H0845,M,300.3466833287408,309.9009056997587,1538.1309612264786,50.33881054924208,267,0,0,0,0,0,0
846,M0846,H,300.487906395817,309.39717934421606,1531.1652856004778,35.92539892708398,22,0,0,0,0,0,0
847,H0847,L,299.5535954907304,310.43226295063414,1348.1089174909932,49.07962313627049,53,0,0,0,0,0,0
848,L0848,H,302.97972687720414,310.4700441873682,1236.9269863170937,41.23479809164594,253,0,0,0,0,0,0
849,L0849,L,296.798192043047,309.292374105178,1538.8375729230168,38.757142228375635,234,1,1,1,0,0,0
850,L0850,H,298.34300595043953,309.28782613582393,1490.5175768719128,37.88615770182031,58,0,0,0,0,0,0
851,M0851,L,299.7934904797019,309.8893346314427,1448.5217325085257,47.46611364602157,163,0,0,0,0,0,0
852,L0852,L,296.71362237769165,309.1033577726848,1524.3530204186345,43.2557781678707,258,1,1,0,1,0,0
853,M0853,L,299.64829119113585,310.84198369545214,1493.9596270803092,62.75825427647638,215,0,0,0,0,0,0
854,L0854,L,303.32294033145604,309.6307927995526,1612.7780250633898,31.477753570026756,182,0,0,0,0,0,0
855,L0855,L,300.0417729765919,307.09301178067835,1508.6110868258977,45.181017020299755,56,0,0,0,0,0,0
856,M0856,L,300.4614018114374,309.6251779433782,1425.3076714929832,34.70798990188487,144,0,0,0,0,0,0
857,M0857,H,297.4796704696548,308.961456179156,1599.016623895929,31.307130130113563,89,0,0,0,0,0,0
858,L0858,M,298.76727718392107,308.3687241845391,1478.2868925053797,39.89132862965028,44,0,0,0,0,0,0
859,M0859,L,299.24960723935214,308.7625733617774,1552.6536683672307,41.37352479407036,256,0,0,0,0,0,0
860,L0860,M,299.3645698064875,310.109408471833,1452.25892938072,69.18173555060093,20,0,0,0,0,0,0
861,M0861,M,302.5632875900075,311.32864082824824,1435.0173114502563,38.15854184316798,20,0,0,0,0,0,0
862,H0862,L,301.11538212145024,310.31318447386496,1508.4168230185696,28.698212705153168,51,0,0,0,0,0,0
863,H0863,L,297.7770840861259,309.39349661178426,1501.2828643543685,42.73010717494385,170,0,0,0,0,0,0
864,H0864,L,300.493009556864,310.4559041951707,1547.9827035366834,19.253599624536317,66,0,0,0,0,0,0
865,H0865,L,300.99644349699355,309.540909689781,1473.1354246690257,39.08043217395734,112,0,0,0,0,0,0
866,H0866,M,302.2802980770425,309.30539963083686,1316.3640216229603,40.160252822951605,299,0,0,0,0,0,0
867,L0867,L,303.16108137313677,308.845637331767,1456.7226116411612,47.94600382945212,159,0,0,0,0,0,0
868,H0868,M,297.96981161634426,308.24817119324825,1579.3818467143815,49.736222494278465,265,0,0,0,0,0,0
869,H0869,M,298.3782849775793,309.61007629344056,1470.2623920756894,34.96430381092283,231,0,0,0,0,0,0
870,H0870,L,297.48484428217074,310.1580534899201,1475.3616597485452,38.49385985370067,67,0,0,0,0,0,0
871,H0871,M,299.53196028178604,309.9033763299851,1598.6376505905937,32.33879169389329,27,1,1,0,0,0,0
872,M0872,L,300.9327167488927,309.58403307205265,1428.8026772741077,28.71937445192306,115,0,0,0,0,0,0
873,L0873,H,301.9746690331782,309.05425393930324,1345.71967817571,43.098947793806346,50,0,0,0,0,0,0
874,H0874,L,299.84809795271497,310.60824619168494,1483.9368880474506,27.264144514034008,180,0,0,0,0,0,0
875,H0875,H,299.3603049534903,308.6828680800534,1451.5826048751262,35.85373099428137,259,0,0,0,0,0,0
876,H0876,M,300.3035159844975,310.77602791384345,1403.3753680246746,30.048260401007624,78,0,0,0,0,0,0
877,L0877,L,298.3297141967399,308.99778298107327,1482.462154410131,45.496831862902596,272,0,0,0,0,0,0
878,M0878,M,304.17907744338953,309.24756476264696,1549.1505647246784,58.01430099266488,107,0,0,0,0,0,0
879,L0879,H,296.78467794576386,308.53321480938433,1499.0711438432184,26.984120171966687,73,0,0,0,0,0,0
880,M0880,M,300.3694811577914,309.49859785311435,1530.6981072686237,21.469815171024308,174,1,1,0,0,0,0
881,H0881,H,304.04721243845927,310.97531245847796,1681.3407698515423,38.751131146499326,183,0,0,0,0,0,0
882,H0882,H,300.01359968912,310.515628088444,1465.7121138442435,40.15697795957758,22,0,0,0,0,0,0
883,L0883,L,299.619921929997,310.97842211202806,1527.834863464467,42.18659306757298,273,0,0,0,0,0,0
884,L0884,L,299.28510915437914,310.52214254593395,1449.0786637400865,35.53679484765655,128,0,0,0,0,0,0
885,M0885,M,299.63921663647517,308.89633017146963,1415.3640280113027,37.99360701174568,290,0,0,0,0,0,0
886,M0886,L,302.74569694935303,309.66921077567247,1441.509234658223,43.67510410540602,185,0,0,0,0,0,0
887,L0887,H,295.576276177341,309.2198008708825,1452.124142847831,50.40430892644839,58,0,0,0,0,0,0
888,M0888,H,303.06686740259266,311.33057490403905,1535.9475797547125,20.449512296817172,0,1,0,1,0,0,0
889,L0889,L,297.1520856950997,308.8032113535737,1734.9075786700757,36.310605609685375,130,0,0,0,0,0,0
890,M0890,L,299.4666953415312,310.8936976893891,1428.395656372416,42.13808793941063,66,0,0,0,0,0,0
891,L0891,M,299.1415111594027,310.8929538701088,1458.3374694384538,30.82023895389264,292,1,0,0,0,0,0
892,L0892,L,301.17710653954146,311.82962020171607,1493.6876986888751,57.311696317673,284,0,0,0,0,0,0
893,L0893,H,296.8037512962325,309.5903134073705,1539.5798848709746,33.64590119771263,88,0,0,0,0,0,0
894,M0894,L,300.9243453321639,310.71232215958014,1526.3550811954785,39.58707312992717,99,0,0,0,0,0,0
895,M0895,M,304.0486192465737,312.28165183653886,1628.4095793948118,45.56022096842291,188,0,0,0,0,0,0
896,M0896,L,297.27365199081436,309.3823583230663,1257.3607929464793,34.087152111981055,240,0,0,0,0,0,0
897,L0897,M,300.37941233522076,308.4649597524676,1261.3070129804328,21.534269521955828,269,1,1,0,0,0,0
898,M0898,L,298.6760356444068,308.11998996609225,1450.412182798985,35.71345473083467,218,0,0,0,0,0,0
899,M0899,M,300.8517744123861,310.71271202886135,1609.7300187543708,50.2944055592704,175,0,0,0,0,0,0
900,L0900,L,300.0382955548315,308.11684979194143,1343.4351968394403,36.631048732148614,232,1,1,1,0,0,0
901,H0901,M,298.71702618191136,309.62768094706206,1199.2367660306243,31.535656985410213,150,0,0,0,0,0,0
902,L0902,H,300.9757445697422,310.43731318703897,1557.117940621921,49.256722095027214,276,1,0,0,0,1,0
903,M0903,L,303.60869621957346,310.1851755368299,1524.3657223702714,36.692251039769474,228,0,0,0,0,0,0
904,L0904,L,299.6181924165454,310.42544486418416,1390.979159320057,34.89839186349783,170,0,0,0,0,0,0
905,H0905,L,301.4395158842964,310.22228985580085,1401.446039927907,41.4945608966331,222,1,1,1,0,1,0
906,L0906,M,297.4134540842577,311.2788658133134,1403.0256280365325,47.70750209618787,212,1,0,0,0,1,0
907,M0907,M,298.087127246364,309.0476836192612,1511.0535317473941,63.81713531732546,281,0,0,0,0,0,0
908,H0908,M,300.94481255576073,309.32300486154145,1437.3684723816993,48.27236107657423,40,0,0,0,0,0,0
909,M0909,L,302.96823205707193,309.22734055472915,1549.4063918975519,51.59839966388344,121,0,0,0,0,0,0
910,H0910,L,300.7112266975713,310.8301918118626,1214.537333709561,34.940338010121444,226,0,0,0,0,0,0
911,H0911,M,299.37388393895367,310.9003985883951,1414.3148134872201,29.741318940305238,293,0,0,0,0,0,0
912,L0912,L,299.9985828108467,310.4512253193185,1387.394603908895,40.62331349619123,87,0,0,0,0,0,0
913,L0913,H,297.49918453206055,311.18349366688994,1474.3659321627508,41.07169915259596,266,1,1,0,0,1,0
914,M0914,L,301.20903065271074,308.82195913262365,1446.1952241509862,29.214872586354026,28,0,0,0,0,0,0
915,L0915,M,301.7646661246468,311.66722411155115,1579.7843779895766,38.24705470095987,246,0,0,0,0,0,0
916,L0916,L,299.09581933433384,311.52323862171227,1314.0663228339943,43.99317601719131,243,1,0,0,0,0,0
917,H0917,L,299.059915704481,310.73562199724574,1504.549147633075,43.6039339501808,60,0,0,0,0,0,0
918,L0918,M,300.5317564593041,311.78179890877107,1555.8336423211706,45.042878533842725,146,0,0,0,0,0,0
919,H0919,M,299.1265605279188,308.3433767923222,1685.6647436561955,42.90964730137443,173,0,0,0,0,0,0
920,H0920,H,299.86773477074837,309.47555186373734,1451.8234028906525,34.929913407299445,277,1,1,0,0,1,0
921,H0921,L,304.19944357833305,309.26469653931804,1532.4458604352517,34.86099373351157,141,0,0,0,0,0,0
922,M0922,L,299.505948598508,310.72147932375736,1319.6137207437635,28.01048602006124,43,0,0,0,0,0,0
923,M0923,M,299.2833196959576,308.94985926039783,1260.8043795686976,57.84775039185095,143,0,0,0,0,0,0
924,M0924,M,298.70491638872966,310.7574951493375,1584.4774375781699,40.13450364619293,54,0,0,0,0,0,0
925,H0925,L,301.48838394299986,311.37053614399673,1499.443970635193,37.75146944205148,160,0,0,0,0,0,0
926,M0926,L,299.6375516535638,310.695202900084,1617.8512689798422,30.71207918547541,284,0,0,0,0,0,0
927,M0927,L,298.70125392335717,310.2837510236615,1362.659711103025,69.35657902327779,197,0,0,0,0,0,0
928,L0928,H,302.64260806454604,309.01212665909924,1551.9902139528754,29.266719677771043,158,0,0,0,0,0,0
929,M0929,L,302.8392060090273,309.1531490338746,1686.8817840543852,35.71152074393927,79,0,0,0,0,0,0
930,M0930,L,298.7991528685226,311.24961890529664,1541.9705608357267,44.15836836286061,30,0,0,0,0,0,0
931,H0931,L,296.2669200972788,310.77934900390534,1527.6581505591048,46.00212965744278,111,0,0,0,0,0,0
932,H0932,L,302.0150273796738,309.9609804806225,1500.855608082435,49.579320552156844,45,0,0,0,0,0,0
933,H0933,L,298.63074034848,309.5820904542341,1342.9118542874087,58.07608507769263,204,1,1,1,0,1,0
934,H0934,M,301.58125119832556,307.9741921268886,1635.5572935710347,45.06157655460712,51,1,1,0,1,1,0
935,H0935,L,296.0597923645763,308.92914758131553,1438.9142360194935,29.439692000333324,137,0,0,0,0,0,0
936,H0936,H,301.7851946765986,311.91141908713973,1550.4483256383016,37.430548748782186,73,0,0,0,0,0,0
937,M0937,L,297.5776561414384,308.71954442899755,1343.6965693428747,43.07832372513885,40,0,0,0,0,0,0
938,H0938,M,301.46152823813304,310.1894798212211,1382.054033549222,60.68226041505824,76,1,1,0,1,1,0
939,H0939,H,300.02854613567285,311.0074439731952,1643.5087399222236,26.02194521575703,186,0,0,0,0,0,0
940,L0940,M,298.0921211612067,308.7450773319977,1465.2697711042158,52.025765052252275,51,0,0,0,0,0,0
941,M0941,M,299.18592737414644,310.18471047478107,1645.3275476042545,41.79914369546417,86,0,0,0,0,0,0
942,M0942,L,301.3726369139134,310.93791553751066,1492.1769340941482,48.37830535229481,108,0,0,0,0,0,0
943,M0943,L,300.2117889062305,310.0124993219072,1315.8102227042143,38.98005283364068,224,0,0,0,0,0,0
944,H0944,M,301.16882596094496,312.86840305566676,1589.206759973172,31.575673698736736,247,0,0,0,0,0,0
945,H0945,H,303.95288116903095,308.3314007411218,1441.0107682244393,47.50872779401332,68,1,0,1,0,1,0
946,H0946,M,296.8715167765779,311.05872852988387,1569.8688813517044,46.54431027105621,119,0,0,0,0,0,0
947,L0947,M,303.23442514993724,309.82719826260353,1502.5210867540081,49.72056965739722,66,0,0,0,0,0,0
948,H0948,M,300.20871187504645,310.77192015483666,1345.688177205713,39.866953646213645,60,0,0,0,0,0,0
949,L0949,L,298.2024319033537,310.4413071516992,1516.4294765370569,34.001779766801505,190,0,0,0,0,0,0
950,M0950,L,297.339372748522,309.26684380289,1719.6223142152799,24.412130049761586,188,0,0,0,0,0,0
951,H0951,M,299.62175921844596,310.22899639245935,1549.2986458514458,48.19373268139407,150,0,0,0,0,0,0
952,L0952,H,301.8433002238489,308.1420985486017,1494.2482246994537,44.23889482443986,285,0,0,0,0,0,0
953,L0953,L,299.74490175924495,310.6032475005714,1607.5343401956898,30.342173671360406,95,0,0,0,0,0,0
954,H0954,M,303.0223098604947,310.2981584659905,1521.0668465203112,34.614263267033756,262,1,0,0,1,0,0
955,M0955,L,297.09764861989686,310.6386601686431,1520.9534230262793,35.332411880485594,96,0,0,0,0,0,0
956,M0956,M,299.9758221043079,311.05811832508715,1390.8374827840898,25.170155680175817,112,0,0,0,0,0,0
957,M0957,L,297.49521311117377,310.3676198402097,1523.3848025789598,31.823176033948663,124,0,0,0,0,0,0
958,L0958,L,300.7272637652499,310.1480894197983,1603.5443416416945,28.66169643193646,131,0,0,0,0,0,0
959,L0959,M,301.7737747801946,309.1189316633387,1416.3937847899974,35.87520988112063,120,0,0,0,0,0,0
960,L0960,L,299.15847641263787,309.28777923635096,1642.4495821246946,32.61302501670437,196,0,0,0,0,0,0
961,L0961,M,294.79157228674575,311.18673462017733,1490.8293975854874,23.729950791332513,293,0,0,0,0,0,0
962,M0962,M,300.39789629359296,311.43633540570596,1411.223048846146,60.22590230569482,121,0,0,0,0,0,0
963,H0963,H,300.873477103467,309.76188956368793,1599.7632076920245,52.52540731029231,281,1,1,0,1,0,0
964,L0964,L,300.8085895099234,310.0460027472533,1471.3205764261731,32.209805784800146,259,1,1,1,0,1,0
965,L0965,L,302.4715643836443,309.09538562500626,1575.9514887486107,42.7242139665361,38,0,0,0,0,0,0
966,M0966,L,297.8578926407019,311.17275684526743,1470.8241367741464,44.17465089821295,53,0,0,0,0,0,0
967,H0967,H,301.3604322109009,310.66541682369177,1494.0173856470096,51.91085854773477,160,0,0,0,0,0,0
968,H0968,H,302.385015024956,311.9412174364638,1549.3560204334292,31.813949733399213,288,0,0,0,0,0,0
969,M0969,M,296.44282483198697,309.12167692282026,1529.0897057590005,50.92106783982426,199,0,0,0,0,0,0
970,M0970,H,300.63930365183796,309.6219921009818,1300.4468219548262,34.52094695793065,275,0,0,0,0,0,0
971,H0971,M,298.9916403379847,310.23144592252555,1387.8756259905608,26.641375958313866,15,1,0,1,1,0,0
972,L0972,M,299.8369546537967,310.64648953772576,1592.9409984790816,47.24136559314498,172,0,0,0,0,0,0
973,H0973,L,300.6953529670767,309.78433236245235,1486.7863411098454,52.907584241224285,247,0,0,0,0,0,0
974,M0974,M,299.02554287177287,309.1270389095463,1447.626869722858,65.87908973530685,217,1,0,1,0,0,0
975,L0975,L,298.6485838416768,310.88140752892355,1364.1425984742525,28.002747349097866,86,0,0,0,0,0,0
976,L0976,H,300.06830483497606,310.72113536254557,1392.0263678724152,46.989196850807886,81,0,0,0,0,0,0
977,M0977,M,297.8255081222744,309.0837258994363,1297.8201360038051,35.90198756206467,61,0,0,0,0,0,0
978,M0978,M,297.82834974222965,311.3554428011055,1489.8719281298468,47.83358710524031,286,0,0,0,0,0,0
979,M0979,L,301.358746565913,311.1701987091966,1440.1562419418954,25.295104487687496,41,0,0,0,0,0,0
980,H0980,L,297.7024119296827,310.1342964972478,1403.3412109014685,27.37230224301436,11,0,0,0,0,0,0
981,H0981,L,301.3326250018184,310.07959786237603,1493.1876574832047,32.24125176833516,233,0,0,0,0,0,0
982,L0982,L,300.9251825857079,310.5540577711159,1536.3970630852739,40.78964045668084,130,0,0,0,0,0,0
983,M0983,L,296.5483865424188,309.1382969297437,1709.3197932209946,33.58918733461645,114,0,0,0,0,0,0
984,L0984,H,298.6448706953287,310.0300314791641,1348.8116580436786,46.590543439134194,217,0,0,0,0,0,0
985,L0985,M,302.38821880609476,307.84761645539083,1615.9381043300523,50.26894618257914,136,0,0,0,0,0,0
986,L0986,L,298.03766893772064,310.8764556455029,1597.3101561015071,45.995775412453554,105,0,0,0,0,0,0
987,L0987,L,299.0711914753812,308.43850677755813,1422.0907260623298,56.18787639660868,178,0,0,0,0,0,0
988,M0988,L,300.9241217865038,311.503419828429,1520.323595458603,44.15826629455343,15,0,0,0,0,0,0
989,L0989,M,301.56678101856517,309.66987990603354,1454.2366750662384,27.83103289659833,241,0,0,0,0,0,0
990,M0990,M,299.496922227911,309.78833301806884,1518.568858041874,53.6337651353834,225,1,0,0,0,1,1
991,M0991,H,298.8049796106167,309.37226609391547,1650.9131013404551,33.948437643940025,241,0,0,0,0,0,0
992,H0992,L,302.844739723397,309.71196112607794,1560.5606232631312,49.1041849968557,140,0,0,0,0,0,0
993,M0993,H,303.47779932759516,311.41853134514804,1550.8608373233442,55.73734216555106,198,0,0,0,0,0,0
994,H0994,H,301.9577161015636,307.5121913434649,1456.9690680045358,44.566880107303994,111,0,0,0,0,0,0
995,M0995,L,300.17063628513006,311.2769653860882,1351.5943335075665,25.038411868353503,126,0,0,0,0,0,0
996,M0996,H,298.3834685567181,310.3380234811017,1479.153178945959,30.817878334902083,20,1,0,0,0,0,0
997,M0997,L,298.3391111868869,308.79297835214277,1620.6608154863916,53.227444668851355,146,0,0,0,0,0,0
998,H0998,H,301.04502821053154,308.9246876069508,1347.2832143410353,38.308773143571834,88,0,0,0,0,0,0
999,H0999,L,300.8367964417774,311.6763930272082,1394.4910631823304,40.79573534942166,202,0,0,0,0,0,0
1000,L1000,H,302.8031971858929,309.05449312005726,1512.6267736234067,47.58824416163609,84,0,0,0,0,0,0
